run_id,dataset,policy,families,n_views,n_samples,ci_excludes_zero,rescue_rate,mcnemar_p,ci_low,harm_rate,delta_accuracy,bootstrap_seed,ci_high
A-pathmnist-28px-batchnorm-policy-none-s1,pathmnist,none,H1|H2|H3,25,7180,True,0.15731636784268363,0.0,-0.42632311977715875,0.5942028985507246,-0.4132311977715877,16516791371882438895,-0.39972144846796653
A-pathmnist-28px-batchnorm-policy-none-s1,pathmnist,none,H1|H2|H3,50,7180,True,0.16714864083285136,0.0,-0.41532033426183845,0.5828288387451843,-0.4022284122562674,4309294766187680505,-0.38927576601671304
A-pathmnist-28px-batchnorm-policy-none-s1,pathmnist,none,H1|H2|H3,100,7180,True,0.17061885482938113,0.0,-0.4073816155988858,0.5738396624472574,-0.39456824512534816,13350009456883833484,-0.3816155988857938
A-pathmnist-28px-batchnorm-policy-none-s2,pathmnist,none,H1|H2|H3,1,7180,True,0.11196911196911197,0.0,-0.5009784122562674,0.6207306711979609,-0.48857938718662947,13318001049068639898,-0.4761838440111421
A-pathmnist-28px-batchnorm-policy-none-s2,pathmnist,none,H1|H2|H3,2,7180,True,0.08571428571428572,0.0,-0.47381615598885796,0.5819881053525914,-0.4615598885793871,7715384585081310536,-0.4493036211699164
A-pathmnist-28px-batchnorm-policy-none-s2,pathmnist,none,H1|H2|H3,5,7180,True,0.07027027027027027,0.0,-0.4513927576601671,0.551231945624469,-0.43913649025069634,14051915661499289051,-0.4270194986072423
A-pathmnist-28px-batchnorm-policy-none-s2,pathmnist,none,H1|H2|H3,10,7180,True,0.07104247104247104,0.0,-0.43537604456824514,0.5318606627017842,-0.4231197771587743,3870027450360407661,-0.4110027855153203
A-pathmnist-28px-batchnorm-policy-none-s2,pathmnist,none,H1|H2|H3,25,7180,True,0.054826254826254826,0.0,-0.43328690807799447,0.5264231096006797,-0.4215877437325905,1380635363058534713,-0.4097458217270195
A-pathmnist-28px-batchnorm-policy-none-s2,pathmnist,none,H1|H2|H3,50,7180,True,0.04555984555984556,0.0,-0.43454038997214484,0.5257434154630416,-0.4227019498607242,15850340469211884889,-0.411142061281337
A-pathmnist-28px-batchnorm-policy-none-s2,pathmnist,none,H1|H2|H3,100,7180,True,0.0416988416988417,0.0,-0.4352367688022284,0.5257434154630416,-0.42339832869080773,9025287194678262852,-0.4115598885793872
A-pathmnist-28px-groupnorm-policy-none-s0,pathmnist,none,H1|H2,1,7180,True,0.13247863247863248,0.0,-0.5628133704735376,0.6529468289557976,-0.5505571030640668,5944965479970486841,-0.5384401114206128
A-pathmnist-28px-groupnorm-policy-none-s0,pathmnist,none,H1|H2,2,7180,True,0.13675213675213677,0.0,-0.5150452646239554,0.5984945547725817,-0.5026462395543175,6561007142051290183,-0.4899721448467967
A-pathmnist-28px-groupnorm-policy-none-s0,pathmnist,none,H1|H2,5,7180,True,0.10042735042735043,0.0,-0.5115598885793872,0.5892056374119155,-0.49930362116991645,8033260236205561417,-0.4871866295264624
A-pathmnist-28px-groupnorm-policy-none-s0,pathmnist,none,H1|H2,10,7180,True,0.10897435897435898,0.0,-0.48328690807799446,0.5581358103779629,-0.47116991643454037,5513385032366988170,-0.45877437325905296
A-pathmnist-28px-groupnorm-policy-none-s0,pathmnist,none,H1|H2,25,7180,True,0.12072649572649573,0.0,-0.46685236768802224,0.5411595131326074,-0.45487465181058495,3305177216224425101,-0.4424791086350975
A-pathmnist-28px-groupnorm-policy-none-s0,pathmnist,none,H1|H2,50,7180,True,0.11858974358974358,0.0,-0.4545961002785515,0.5264253683536195,-0.4423398328690808,14650827075646437386,-0.4300800835654596
