run_id,dataset,n_views,anchored_delta_accuracy,anchored_harm_rate,anchored_rescue_rate,anchored_accuracy
A-pathmnist-28px-groupnorm-policy-none-s2,pathmnist,5,-0.4165738161559888,0.49469964664310956,0.09329140461215933,0.4505571030640669
A-pathmnist-28px-groupnorm-policy-none-s2,pathmnist,10,-0.44428969359331477,0.5263411500160616,0.09119496855345911,0.4228412256267409
A-pathmnist-28px-groupnorm-policy-none-s2,pathmnist,25,-0.46253481894150417,0.5485062640539672,0.09853249475890985,0.40459610027855153
A-pathmnist-28px-groupnorm-policy-none-s2,pathmnist,50,-0.47715877437325904,0.5632830067459043,0.08490566037735849,0.38997214484679665
A-pathmnist-28px-groupnorm-policy-none-s2,pathmnist,100,-0.48050139275766013,0.5668165756504979,0.08280922431865828,0.38662952646239557
A-pathmnist-64px-batchnorm-policy-none-s0,pathmnist,1,-0.13844011142061274,0.21182444686253174,0.10444177671068428,0.6295264623955432
A-pathmnist-64px-batchnorm-policy-none-s0,pathmnist,2,-0.20682451253481893,0.29778745012694957,0.09423769507803122,0.561142061281337
A-pathmnist-64px-batchnorm-policy-none-s0,pathmnist,5,-0.2750696378830083,0.3804860355458832,0.07382953181272509,0.49289693593314765
A-pathmnist-64px-batchnorm-policy-none-s0,pathmnist,10,-0.312116991643454,0.42673195502357636,0.06722689075630252,0.45584958217270194
A-pathmnist-64px-batchnorm-policy-none-s0,pathmnist,25,-0.3462395543175487,0.46445411679361626,0.045018007202881155,0.42172701949860725
A-pathmnist-64px-batchnorm-policy-none-s0,pathmnist,50,-0.35612813370473534,0.47479143997098294,0.036614645858343335,0.4118384401114206
A-pathmnist-64px-batchnorm-policy-none-s0,pathmnist,100,-0.3651810584958217,0.48657961552412043,0.036614645858343335,0.40278551532033424
A-pathmnist-64px-batchnorm-policy-none-s1,pathmnist,1,-0.12562674094707516,0.19229415904292751,0.12767379679144386,0.666016713091922
A-pathmnist-64px-batchnorm-policy-none-s1,pathmnist,2,-0.21072423398328688,0.29644616467276563,0.11497326203208556,0.5809192200557103
