run_id,dataset,n_views,anchored_delta_accuracy,anchored_harm_rate,anchored_rescue_rate,anchored_accuracy
B-bloodmnist-28px-batchnorm-policy-matched_mixed-s2,bloodmnist,50,0.0038000584624379163,0.03474025974025974,0.3519061583577713,0.904121601870798
B-bloodmnist-28px-batchnorm-policy-matched_mixed-s2,bloodmnist,100,0.004092370651856192,0.03506493506493506,0.35777126099706746,0.9044139140602163
B-pathmnist-28px-batchnorm-policy-matched_mixed-s0,pathmnist,1,0.034261838440111436,0.02418083055896268,0.2606924643584521,0.829108635097493
B-pathmnist-28px-batchnorm-policy-matched_mixed-s0,pathmnist,2,0.030083565459610107,0.04573330997021202,0.32382892057026474,0.8249303621169917
B-pathmnist-28px-batchnorm-policy-matched_mixed-s0,pathmnist,5,0.006545961002785594,0.08603469423514981,0.3652410047522064,0.8013927576601672
B-pathmnist-28px-batchnorm-policy-matched_mixed-s0,pathmnist,10,-0.0030640668523675973,0.10127913089188716,0.3774609640190088,0.791782729805014
B-pathmnist-28px-batchnorm-policy-matched_mixed-s0,pathmnist,25,-0.0069637883008355494,0.10951463115472228,0.39035980991174474,0.787883008356546
B-pathmnist-28px-batchnorm-policy-matched_mixed-s0,pathmnist,50,-0.009610027855153191,0.11442088663045383,0.39646978954514595,0.7852367688022284
B-pathmnist-28px-batchnorm-policy-matched_mixed-s0,pathmnist,100,-0.008913649025069637,0.11477133345014894,0.40122199592668023,0.7859331476323119
B-pathmnist-28px-batchnorm-policy-matched_mixed-s1,pathmnist,1,0.03231197771587735,0.022777121646701537,0.2928970470869912,0.8577994428969359
B-pathmnist-28px-batchnorm-policy-matched_mixed-s1,pathmnist,2,0.04038997214484674,0.032562847983802934,0.3854748603351955,0.8658774373259053
B-pathmnist-28px-batchnorm-policy-matched_mixed-s1,pathmnist,5,0.03885793871866294,0.044204487936561496,0.4317637669592977,0.8643454038997215
B-pathmnist-28px-batchnorm-policy-matched_mixed-s1,pathmnist,10,0.03830083565459608,0.0492660705247174,0.45251396648044695,0.8637883008356546
B-pathmnist-28px-batchnorm-policy-matched_mixed-s1,pathmnist,25,0.03941504178272981,0.04859119284629661,0.45570630486831604,0.8649025069637883
B-pathmnist-28px-batchnorm-policy-matched_mixed-s1,pathmnist,50,0.041364902506963785,0.04960350936392779,0.47166799680766164,0.8668523676880223
B-pathmnist-28px-batchnorm-policy-matched_mixed-s1,pathmnist,100,0.040111420612813364,0.04994094820313818,0.46608140462889064,0.8655988857938719
B-pathmnist-28px-batchnorm-policy-matched_mixed-s2,pathmnist,1,0.01949860724233987,0.032640949554896145,0.2253618194348725,0.8174094707520891
B-pathmnist-28px-batchnorm-policy-matched_mixed-s2,pathmnist,2,0.01977715877437325,0.04747774480712166,0.28532046864231564,0.8176880222841225
B-pathmnist-28px-batchnorm-policy-matched_mixed-s2,pathmnist,5,0.024651810584958245,0.05899807994414383,0.3549276361130255,0.8225626740947075
B-pathmnist-28px-batchnorm-policy-matched_mixed-s2,pathmnist,10,0.022005571030640714,0.06702740443358353,0.3735354927636113,0.81991643454039
B-pathmnist-28px-batchnorm-policy-matched_mixed-s2,pathmnist,25,0.01977715877437325,0.07278757200209461,0.3852515506547209,0.8176880222841225
B-pathmnist-28px-batchnorm-policy-matched_mixed-s2,pathmnist,50,0.020473537604456915,0.07278757200209461,0.388697450034459,0.8183844011142062
B-pathmnist-28px-batchnorm-policy-matched_mixed-s2,pathmnist,100,0.01824512534818945,0.07697678477919358,0.39421088904204,0.8161559888579387
C-dermamnist-28px-resnet18-batchnorm-policy-none-s0,dermamnist,1,-0.006982543640897787,0.0577716643741403,0.12704174228675136,0.7182044887780549
C-dermamnist-28px-resnet18-batchnorm-policy-none-s0,dermamnist,2,-0.008478802992518797,0.05845942228335626,0.12341197822141561,0.7167082294264339
C-dermamnist-28px-resnet18-batchnorm-policy-none-s0,dermamnist,5,-0.0009975062344139696,0.05639614855570839,0.14519056261343014,0.7241895261845387
C-dermamnist-28px-resnet18-batchnorm-policy-none-s0,dermamnist,10,0.0044887780548628076,0.057083906464924346,0.16696914700544466,0.7296758104738155
C-dermamnist-28px-resnet18-batchnorm-policy-none-s0,dermamnist,25,0.0029925187032419087,0.055020632737276476,0.1560798548094374,0.7281795511221946
C-dermamnist-28px-resnet18-batchnorm-policy-none-s0,dermamnist,50,0.003491271820448838,0.05089408528198074,0.147005444646098,0.7286783042394015
C-dermamnist-28px-resnet18-batchnorm-policy-none-s0,dermamnist,100,0.0004987531172069293,0.054332874828060526,0.14519056261343014,0.7256857855361596
C-dermamnist-28px-resnet18-batchnorm-policy-none-s1,dermamnist,1,-0.013466334164588534,0.039644565960355434,0.05719557195571956,0.7162094763092269
C-dermamnist-28px-resnet18-batchnorm-policy-none-s1,dermamnist,2,-0.016458852867830442,0.045112781954887216,0.06088560885608856,0.713216957605985
C-dermamnist-28px-resnet18-batchnorm-policy-none-s1,dermamnist,5,-0.02394014962593516,0.05809979494190021,0.06826568265682657,0.7057356608478803
C-dermamnist-28px-resnet18-batchnorm-policy-none-s1,dermamnist,10,-0.02394014962593516,0.059466848940533154,0.07195571955719557,0.7057356608478803
C-dermamnist-28px-resnet18-batchnorm-policy-none-s1,dermamnist,25,-0.026932668329177067,0.05878332194121668,0.05904059040590406,0.7027431421446384
C-dermamnist-28px-resnet18-batchnorm-policy-none-s1,dermamnist,50,-0.028428927680797966,0.06288448393711552,0.06457564575645756,0.7012468827930175
C-dermamnist-28px-resnet18-batchnorm-policy-none-s1,dermamnist,100,-0.029426433915211936,0.06015037593984962,0.05350553505535055,0.7002493765586035
C-dermamnist-28px-resnet18-batchnorm-policy-none-s2,dermamnist,1,0.0,0.06075085324232082,0.1648148148148148,0.7306733167082294
C-dermamnist-28px-resnet18-batchnorm-policy-none-s2,dermamnist,2,0.0,0.06689419795221843,0.1814814814814815,0.7306733167082294
C-dermamnist-28px-resnet18-batchnorm-policy-none-s2,dermamnist,5,-0.0044887780548628076,0.08054607508532423,0.20185185185185187,0.7261845386533666
C-dermamnist-28px-resnet18-batchnorm-policy-none-s2,dermamnist,10,0.0024937655860348684,0.07986348122866894,0.22592592592592592,0.7331670822942643
C-dermamnist-28px-resnet18-batchnorm-policy-none-s2,dermamnist,25,0.001995012468827939,0.08600682593856655,0.24074074074074073,0.7326683291770574
C-dermamnist-28px-resnet18-batchnorm-policy-none-s2,dermamnist,50,0.0014962593516208988,0.08805460750853242,0.24444444444444444,0.7321695760598503
C-dermamnist-28px-resnet18-batchnorm-policy-none-s2,dermamnist,100,0.004987531172069848,0.08327645051194539,0.24444444444444444,0.7356608478802993
D-bloodmnist-128px-batchnorm-policy-none-s0,bloodmnist,1,-0.3244665302543116,0.35580524344569286,0.1382488479262673,0.6121017246419176
D-bloodmnist-128px-batchnorm-policy-none-s0,bloodmnist,2,-0.37942122186495175,0.4141697877652934,0.1336405529953917,0.5571470330312774
D-bloodmnist-128px-batchnorm-policy-none-s0,bloodmnist,5,-0.47529961999415377,0.517478152309613,0.14746543778801843,0.4612686349020754
D-bloodmnist-128px-batchnorm-policy-none-s0,bloodmnist,10,-0.5311312481730488,0.5780274656679151,0.16129032258064516,0.40543700672318034
D-bloodmnist-128px-batchnorm-policy-none-s0,bloodmnist,25,-0.5776088862905584,0.6282771535580525,0.17050691244239632,0.35895936860567085
D-bloodmnist-128px-batchnorm-policy-none-s0,bloodmnist,50,-0.5872551885413622,0.6379525593008739,0.16129032258064516,0.349313066354867
D-bloodmnist-128px-batchnorm-policy-none-s0,bloodmnist,100,-0.5980707395498392,0.6513732833957553,0.1889400921658986,0.33849751534638994
D-bloodmnist-128px-batchnorm-policy-none-s1,bloodmnist,1,-0.2791581408944753,0.3702664796633941,0.17750439367311072,0.5545162233265127
D-bloodmnist-128px-batchnorm-policy-none-s1,bloodmnist,2,-0.3215434083601286,0.4183029453015428,0.1634446397188049,0.5121309558608594
D-bloodmnist-128px-batchnorm-policy-none-s1,bloodmnist,5,-0.39286758257819354,0.5077138849929874,0.1827768014059754,0.4408067816427945
D-bloodmnist-128px-batchnorm-policy-none-s1,bloodmnist,10,-0.44226834258988607,0.5666199158485273,0.18101933216168717,0.391406021631102
D-bloodmnist-128px-batchnorm-policy-none-s1,bloodmnist,25,-0.4837766734872845,0.6115007012622721,0.15641476274165203,0.3498976907337036
D-bloodmnist-128px-batchnorm-policy-none-s1,bloodmnist,50,-0.4980999707687811,0.6272791023842917,0.14938488576449913,0.33557439345220696
D-bloodmnist-128px-batchnorm-policy-none-s1,bloodmnist,100,-0.5095001461560947,0.6377980364656382,0.1335676625659051,0.3241742180648933
D-bloodmnist-128px-batchnorm-policy-none-s2,bloodmnist,1,-0.35282081262788656,0.3934686112872543,0.12734082397003746,0.5691318327974276
D-bloodmnist-128px-batchnorm-policy-none-s2,bloodmnist,2,-0.39257527038877515,0.4375396322130628,0.13857677902621723,0.529377375036539
D-bloodmnist-128px-batchnorm-policy-none-s2,bloodmnist,5,-0.5033615901783104,0.5570703868103994,0.13108614232209737,0.4185910552470038
D-bloodmnist-128px-batchnorm-policy-none-s2,bloodmnist,10,-0.5571470330312773,0.614140773620799,0.11610486891385768,0.3648056123940368
D-bloodmnist-128px-batchnorm-policy-none-s2,bloodmnist,25,-0.6103478515054077,0.6708941027266963,0.10486891385767791,0.3116047939199065
D-bloodmnist-128px-batchnorm-policy-none-s2,bloodmnist,50,-0.6261327097339959,0.6854787571337984,0.0749063670411985,0.2958199356913183
D-bloodmnist-128px-batchnorm-policy-none-s2,bloodmnist,100,-0.630225080385852,0.6896005072923272,0.07116104868913857,0.2917275650394621
D-pathmnist-128px-batchnorm-policy-none-s0,pathmnist,1,-0.08662952646239552,0.2430658479779801,0.2140822140822141,0.5711699164345404
D-pathmnist-128px-batchnorm-policy-none-s0,pathmnist,2,-0.12883008356545955,0.28964641117933515,0.1803011803011803,0.5289693593314764
D-pathmnist-128px-batchnorm-policy-none-s0,pathmnist,5,-0.19596100278551531,0.4158373914884607,0.2266992266992267,0.4618384401114206
D-pathmnist-128px-batchnorm-policy-none-s0,pathmnist,10,-0.23161559888579386,0.4694050391700191,0.2254782254782255,0.42618384401114207
D-pathmnist-128px-batchnorm-policy-none-s0,pathmnist,25,-0.25292479108635096,0.5077281388947703,0.23687423687423687,0.40487465181058496
D-pathmnist-128px-batchnorm-policy-none-s0,pathmnist,50,-0.264066852367688,0.5221257675206437,0.231990231990232,0.3937325905292479
D-pathmnist-128px-batchnorm-policy-none-s0,pathmnist,100,-0.2724233983286908,0.5348295574846496,0.231990231990232,0.38537604456824515
D-pathmnist-128px-batchnorm-policy-none-s1,pathmnist,1,-0.14373259052924792,0.24070371851259495,0.07897153351698806,0.552924791086351
D-pathmnist-128px-batchnorm-policy-none-s1,pathmnist,2,-0.2192200557103064,0.3428628548580568,0.06473829201101929,0.4774373259052925
D-pathmnist-128px-batchnorm-policy-none-s1,pathmnist,5,-0.3245125348189415,0.4870051979208317,0.048668503213957756,0.3721448467966574
D-pathmnist-128px-batchnorm-policy-none-s1,pathmnist,10,-0.3647632311977716,0.5401839264294283,0.03810835629017447,0.33189415041782727
D-pathmnist-128px-batchnorm-policy-none-s1,pathmnist,25,-0.3908077994428969,0.5769692123150739,0.03673094582185491,0.305849582172702
D-pathmnist-128px-batchnorm-policy-none-s1,pathmnist,50,-0.40320334261838436,0.5959616153538585,0.03948576675849403,0.2934540389972145
D-pathmnist-128px-batchnorm-policy-none-s1,pathmnist,100,-0.40807799442896936,0.602359056377449,0.03810835629017447,0.2885793871866295
D-pathmnist-128px-batchnorm-policy-none-s2,pathmnist,1,-0.16880222841225623,0.21906961398878258,0.1037567084078712,0.6754874651810585
D-pathmnist-128px-batchnorm-policy-none-s2,pathmnist,2,-0.2214484679665738,0.28703398218409765,0.13416815742397137,0.6228412256267409
D-pathmnist-128px-batchnorm-policy-none-s2,pathmnist,5,-0.3084958217270195,0.3907951171230617,0.13774597495527727,0.5357938718662952
D-pathmnist-128px-batchnorm-policy-none-s2,pathmnist,10,-0.3383008356545961,0.42708677004289014,0.14311270125223613,0.5059888579387186
D-pathmnist-128px-batchnorm-policy-none-s2,pathmnist,25,-0.3649025069637883,0.45941933355328274,0.1475849731663685,0.47938718662952645
D-pathmnist-128px-batchnorm-policy-none-s2,pathmnist,50,-0.3672701949860724,0.4609039920818212,0.1404293381037567,0.47701949860724235
D-pathmnist-128px-batchnorm-policy-none-s2,pathmnist,100,-0.3635097493036211,0.4599142197294622,0.1592128801431127,0.4807799442896936
