run_id,dataset,n_views,bn_vs_naive_ci_high,bn_vs_clean_ci_low,bn_vs_clean_ci_high,bn_vs_naive_ci_low,bn_delta_vs_naive,bn_vs_naive_excludes_zero,bn_vs_clean_excludes_zero,bn_delta_vs_clean
B-pathmnist-28px-batchnorm-policy-matched_mixed-s1,pathmnist,1,-0.038718662952646254,-0.047214484679665714,-0.034401114206128125,-0.05863509749303619,-0.04874651810584951,True,True,-0.04080779944289692
B-pathmnist-28px-batchnorm-policy-matched_mixed-s1,pathmnist,2,-0.05919220055710306,-0.04735376044568251,-0.034401114206128125,-0.07813370473537606,-0.06866295264623945,True,True,-0.04080779944289692
B-pathmnist-28px-batchnorm-policy-matched_mixed-s1,pathmnist,5,-0.06866295264623945,-0.05348189415041782,-0.040111420612813364,-0.08788300835654594,-0.07827298050139275,True,True,-0.04679665738161565
B-pathmnist-28px-batchnorm-policy-matched_mixed-s1,pathmnist,10,-0.0694986072423398,-0.05055710306406691,-0.037879526462395535,-0.08802228412256274,-0.07869080779944293,True,True,-0.044150417827298116
B-pathmnist-28px-batchnorm-policy-matched_mixed-s1,pathmnist,25,-0.07005571030640667,-0.04735376044568251,-0.03412256267409475,-0.08885793871866288,-0.07924791086350969,True,True,-0.04080779944289692
B-pathmnist-28px-batchnorm-policy-matched_mixed-s1,pathmnist,50,-0.07506963788300836,-0.050000000000000044,-0.037047353760445656,-0.09401114206128136,-0.08454038997214486,True,True,-0.04359331476323125
B-pathmnist-28px-batchnorm-policy-matched_mixed-s1,pathmnist,100,-0.07479108635097487,-0.051253481894150466,-0.0380222841225627,-0.0933147632311978,-0.08412256267409468,True,True,-0.04456824512534818
B-pathmnist-28px-batchnorm-policy-matched_mixed-s2,pathmnist,1,0.031754874651810594,-0.014623955431754876,0.0004178272980501774,0.01114206128133699,0.021587743732590536,True,False,-0.007103064066852349
B-pathmnist-28px-batchnorm-policy-matched_mixed-s2,pathmnist,2,0.007660167130919215,-0.018941504178273005,-0.003203342618384397,-0.0126740947075209,-0.002506963788300842,False,True,-0.011002785515320301
B-pathmnist-28px-batchnorm-policy-matched_mixed-s2,pathmnist,5,-0.005153203342618373,-0.014902506963788253,0.0008356545961002437,-0.024791086350974934,-0.014902506963788364,True,False,-0.007103064066852349
B-pathmnist-28px-batchnorm-policy-matched_mixed-s2,pathmnist,10,-0.010863509749303613,-0.013927576601671321,0.0016713091922005985,-0.030362116991643484,-0.020612813370473493,True,False,-0.006128133704735306
B-pathmnist-28px-batchnorm-policy-matched_mixed-s2,pathmnist,25,-0.011142061281337101,-0.012956128133704772,0.002506963788300842,-0.030362116991643484,-0.02089136490250698,True,False,-0.005153203342618373
B-pathmnist-28px-batchnorm-policy-matched_mixed-s2,pathmnist,50,-0.019359331476323183,-0.018802228412256317,-0.0030640668523677084,-0.038579387186629566,-0.028969359331476374,True,True,-0.011002785515320301
B-pathmnist-28px-batchnorm-policy-matched_mixed-s2,pathmnist,100,-0.013927576601671321,-0.013927576601671213,0.0016713091922004875,-0.033147632311977704,-0.023537604456824512,True,False,-0.006128133704735306
C-dermamnist-28px-resnet18-batchnorm-policy-none-s0,dermamnist,1,0.10573566084788033,-0.0004987531172070403,0.017456359102244412,0.06783042394014971,0.08728179551122195,True,False,0.008478802992518686
C-dermamnist-28px-resnet18-batchnorm-policy-none-s0,dermamnist,2,0.05985037406483795,-0.004987531172069848,0.015960099750623402,0.026932668329177067,0.04339152119700751,True,False,0.005486284289276777
C-dermamnist-28px-resnet18-batchnorm-policy-none-s0,dermamnist,5,0.04339152119700751,-0.003491271820448949,0.01895261845386531,0.012468827930174564,0.027930174563591037,True,False,0.007481296758104716
C-dermamnist-28px-resnet18-batchnorm-policy-none-s0,dermamnist,10,0.02194513715710722,-0.003491271820448838,0.01945137157107235,-0.005985037406483706,0.007980049875311646,False,False,0.007980049875311646
C-dermamnist-28px-resnet18-batchnorm-policy-none-s0,dermamnist,25,0.02244389027431426,-0.0024937655860348684,0.02044887780548621,-0.003990024937655767,0.009476309226932655,False,False,0.008977556109725615
